county,year,crmrte,prbarr,prbconv,prbpris,avgsen,polpc,density,taxpc,west,central,urban,pctmin80,wcon,wtuc,wtrd,wfir,wser,wmfg,wfed,wsta,wloc,mix,pctymle,d82,d83,d84,d85,d86,d87,lcrmrte,lprbarr,lprbconv,lprbpris,lavgsen,lpolpc,ldensity,ltaxpc,lwcon,lwtuc,lwtrd,lwfir,lwser,lwmfg,lwfed,lwsta,lwloc,lmix,lpctymle,lpctmin,clcrmrte,clprbarr,clprbcon,clprbpri,clavgsen,clpolpc,cltaxpc,clmix
3,84,.0136621,.194986,.88571399,.5,8.0100002,.00060889998,1.015444,21.395571,0,1,0,7.9163198,219.08472,340.65933,162.26646,263.64764,228.59216,255.22,376.53,288.04999,242.05,.05899705,.085499316,0,0,1,0,0,0,-4.2931299,-1.6348275,-.12136119,-.69314718,2.0806909,-7.4038568,.015325995,3.063184,5.3894587,5.830883,5.0892396,5.5746136,5.4319396,5.5421257,5.9309978,5.6631341,5.4891443,-2.8302679,-2.4592469,2.0689263,-.10332251,.071198463,-.1491417,.13157672,-.081481934,-.078553677,.10505605,-.010513783
3,85,.0120346,.20689701,.909091,.366667,8.5900002,.00064133998,1.0308881,24.036367,0,1,0,7.9163198,2324.5984,338.72379,173.16806,250.15634,257.65497,262.06,411.23001,312.79999,262.84,.085034013,.08486101,0,0,0,1,0,0,-4.4199696,-1.5755342,-.095310085,-1.0033011,2.1505988,-7.3519506,.030420644,3.1795681,7.7513027,5.8251848,5.1542625,5.5220861,5.5516214,5.5685735,6.0191526,5.745564,5.5715456,-2.464704,-2.4667406,2.0689263,-.12683964,.05929327,.026051104,-.31015396,.069907904,.051906109,.11638403,.36556387
3,86,.0129982,.156069,1.03704,.39285699,6.0300002,.00067620998,1.034749,26.599594,0,1,0,7.9163198,241.5459,336.81009,181.67317,260.7562,228.16167,279.38,420.76999,334.72,279.25,.051671728,.083637036,0,0,0,0,1,0,-4.3429446,-1.857457,.036370497,-.93430966,1.7967471,-7.2990069,.034158915,3.2808959,5.4870596,5.819519,5.2022095,5.5635858,5.4300547,5.6325727,6.0420861,5.8132944,5.6321073,-2.9628444,-2.4812689,2.0689263,.077024937,-.28192282,.13168058,.068991482,-.35385168,.052943707,.1013279,-.49814034
3,87,.0152532,.132029,1.48148,.44999999,6.3499999,.00074588001,1.046332,26.892078,0,1,0,7.9163198,255.10204,376.25418,196.0101,258.56497,192.30769,300.38,409.82999,362.95999,301.47,.0302267,.082606941,0,0,0,0,0,1,-4.1829658,-2.0247338,.39304158,-.79850775,1.8484548,-7.2009459,.045290716,3.2918317,5.5416636,5.9302649,5.2781663,5.5551472,5.2590966,5.7050486,6.0157423,5.8942928,5.7086706,-3.4990296,-2.4936616,2.0689263,.15997887,-.16727674,.35667109,.13580191,.051707745,.098061085,.010935783,-.53618526
5,81,.0093371598,.40659299,.27026999,.5,5.5300002,.00082085002,.41276595,18.630598,1,0,0,3.1605301,147.929,284.9003,143.5132,200.32051,158.22784,157.24001,318.95999,233.33,191.98,.083333328,.073852502,0,0,0,0,0,0,-4.6737533,-.89994258,-1.3083339,-.69314718,1.7101879,-7.1051702,-.88487458,2.9248054,4.9967322,5.6521392,4.9664268,5.2999187,5.0640359,5.0577731,5.7650657,5.4524536,5.257391,-2.4849067,-2.6056855,1.1507398,,,,,,,,
5,82,.0123229,.38,.73684198,.39285699,9.6999998,.00135551,.41702127,19.522532,1,0,0,3.1605301,147.929,343.40659,160.75256,213.67522,166.70636,164.62,314.60999,247.59,188.48,.020408159,.073794723,1,0,0,0,0,0,-4.396296,-.96758401,-.30538183,-.93430966,2.272126,-6.6035776,-.87461805,2.9715693,4.9967322,5.8389153,5.0798664,5.3644571,5.1162338,5.1036396,5.7513337,5.5117741,5.2389917,-3.8918204,-2.606468,1.1507398,.27745724,-.067641437,1.0029521,-.24116248,.56193805,.50159264,.046763897,-1.4069138
5,83,.0128064,.56190503,.559322,.27272701,6.3400002,.00134163,.41702127,19.243347,1,0,0,3.1605301,169.68326,2109.1812,165.95081,196.23235,174.82518,178.17,330.5,250.17,202.07001,.3125,.073874056,0,1,0,0,0,0,-4.35781,-.57642245,-.58102995,-1.299284,1.8468788,-6.6138701,-.87461805,2.9571655,5.1339335,7.6540551,5.1116915,5.2792993,5.1637864,5.1827383,5.8006067,5.5221405,5.3086143,-1.1631508,-2.6053936,1.1507398,.038486004,.39116156,-.27564812,-.36497432,-.42524719,-.01029253,-.01440382,2.7286696
5,84,.0138299,.66666698,.447368,.41176501,5.7199998,.00133447,.41702127,24.153919,1,0,0,3.1605301,183.94649,328.3302,167.22408,209.03011,180.99547,192.17,340.42999,259.48999,210.56,.1632653,.073863059,0,0,1,0,0,0,-4.2809224,-.40546462,-.80437374,-.88730246,1.7439687,-6.6192212,-.87461805,3.1844466,5.2146449,5.7940197,5.1193347,5.3424783,5.198472,5.2583804,5.8302097,5.5587182,5.3497705,-1.8123788,-2.6055424,1.1507398,.076887608,.17095783,-.22334379,.41198152,-.10291004,-.0053510666,.22728109,-.64922798
5,85,.0124753,.60395998,.180328,.54545498,10.04,.00148221,.41276595,27.503681,1,0,0,3.1605301,204.91803,254.52489,200.15698,218.53146,190.6257,192.60001,373.06,277.23999,242.61,.27848101,.073643006,0,0,0,1,0,0,-4.3840046,-.50424737,-1.7129779,-.60613501,2.3065772,-6.5142212,-.88487458,3.3143198,5.3226099,5.5393987,5.2991018,5.38693,5.2503119,5.2606153,5.9217391,5.6248837,5.4914551,-1.2784054,-2.608526,1.1507398,-.10308218,-.098782748,-.90860415,.28116745,.56260848,.10500002,.12987328,.53397334
5,86,.0142385,.69565201,.27083299,.26923099,5.1199999,.00113496,.41276595,43.606216,1,0,0,3.1605301,212.2016,302.19781,215.41595,240.38461,196.35019,216.69,383.78,399.69,267.17001,.40816328,.072817028,0,0,0,0,1,0,-4.2518058,-.36290574,-1.306253,-1.3121855,1.6331544,-6.781158,-.88487458,3.7751997,5.3575368,5.711082,5.372571,5.4822402,5.2798996,5.3784676,5.9500694,5.9906893,5.5878854,-.896088,-2.6198056,1.1507398,.13219881,.14134163,.40672493,-.70605052,-.67342281,-.26693678,.4608798,.38231742
5,87,.0129603,.444444,.26785699,.60000002,6.7600002,.00123431,.41276595,34.816051,1,0,0,3.1605301,226.94696,372.20844,229.32089,305.94406,209.69722,237.64999,358.98001,331.53,281.37,.46511629,.072115377,0,0,0,0,0,1,-4.3458643,-.81093121,-1.3173021,-.51082557,1.9110229,-6.6972432,-.88487458,3.5500786,5.4247165,5.9194541,5.4351225,5.7234025,5.3456645,5.470799,5.8832669,5.8037181,5.6396704,-.76546782,-2.629488,1.1507398,-.094058514,-.44802547,-.011049151,.80135995,.27786851,.083914757,-.22512102,.13062018
7,81,.0219159,.431095,.62704903,.431373,6,.00143266,.48217636,38.244728,0,1,0,47.9161,284.5809,307.37704,174.24565,207.10059,208.46362,215.57001,348.26999,206.07001,208.75,.32863849,.083637781,0,0,0,0,0,0,-3.8205428,-.84142679,-.46673054,-.84078211,1.7917595,-6.5482225,-.72944534,3.6440058,5.6510177,5.728075,5.1604662,5.3332047,5.3397646,5.3732858,5.8529782,5.3282161,5.3411374,-1.1127969,-2.4812598,3.8694515,,,,,,,,
7,82,.0173807,.61233503,.58273399,.37037,6.1100001,.0014164801,.48780489,55.985161,0,1,0,47.9161,308.418,326.1756,181.70805,212.10406,239.67131,219.56,355.16,226.52,230.82001,.24725275,.082177527,1,0,0,0,0,0,-4.0523949,-.49047571,-.54002446,-.99325275,1.8099267,-6.5595803,-.71783978,4.0250869,5.7314558,5.787436,5.2024012,5.3570771,5.4792686,5.3916254,5.8725686,5.4228334,5.441638,-1.3973442,-2.4988735,3.8694515,-.23185205,.35095108,-.073293924,-.15247065,.018167257,-.011357784,.3810811,-.28454733
7,83,.024211001,.41940501,.78731298,.236967,6.3699999,.00143978,.48968104,44.003792,0,1,0,47.9161,275.8512,575.56879,187.24117,242.16524,245.26198,231.09,367.79999,234.73,240.47,.20793951,.080645159,0,1,0,0,0,0,-3.7209482,-.86891818,-.23912941,-1.4398344,1.8515995,-6.5432649,-.71400106,3.7842758,5.6198616,6.3553586,5.2323976,5.4896202,5.502327,5.4428072,5.9075394,5.458436,5.4825954,-1.5705081,-2.5176966,3.8694515,.33144665,-.37844247,.30089504,-.4465816,.041672707,.01631546,-.24081111,-.17316389
7,84,.022343401,.412458,.49795899,.44262299,8.7700005,.0015046099,.49155721,39.473248,0,1,0,47.9161,297.76675,376.40295,187.76823,255.2757,267.37967,247.55,365.41,252.21001,243.92999,.2375,.079059988,0,0,1,0,0,0,-3.8012242,-.88562089,-.69723755,-.81503689,2.1713369,-6.4992218,-.71017694,3.6756232,5.6963105,5.9306602,5.2352085,5.5423441,5.5886698,5.5116124,5.9010201,5.530262,5.4968815,-1.4375876,-2.5375483,3.8694515,-.080276012,-.016702712,-.45810813,.62479746,.31973743,.044043064,-.10865259,.1329205
7,85,.0245848,.38065499,.38114801,.48387101,11.36,.00153415,.49343339,47.009041,0,1,0,47.9161,291.19147,358.64456,196.35628,268.3363,279.72028,253.55,392.04999,277.01001,260.92999,.22562142,.077456214,0,0,0,1,0,0,-3.705627,-.96586186,-.96456748,-.72593689,2.4300983,-6.4797788,-.70636743,3.8503399,5.6739812,5.8823318,5.2799306,5.5922413,5.63379,5.5355611,5.9713893,5.6240535,5.5642524,-1.4888968,-2.5580425,3.8694515,.095597267,-.080240965,-.26732993,.089100003,.25876141,.019443035,.17471671,-.051309228
7,86,.0241281,.30805701,.615385,.48333299,8.9399996,.0014103299,.49343339,38.907627,0,1,0,47.9161,353.2182,365.49707,197.03658,290.88559,259.61539,275.95001,392.35999,331.41,276.14999,.32983193,.075490378,0,0,0,0,1,0,-3.7243781,-1.1774704,-.48550719,-.72704941,2.1905355,-6.5639315,-.70636743,3.6611903,5.8670859,5.9012585,5.2833896,5.6729302,5.5592012,5.6202197,5.9721799,5.8033562,5.620944,-1.1091721,-2.58375,3.8694515,-.018751144,-.21160859,.47906029,-.0011125207,-.23956275,-.084152699,-.18914962,.37972474
7,87,.0267532,.36476001,.525424,.43548399,7.1399999,.0015299401,.49155721,42.947586,0,1,0,47.9161,375.23453,397.69012,191.17201,281.06509,256.72144,281.79999,412.14999,328.26999,299.03,.27362204,.07353726,0,0,0,0,0,1,-3.6211011,-1.0085156,-.64354974,-.83129722,1.9657128,-6.4825268,-.71017694,3.7599804,5.9275513,5.985673,5.2531738,5.6385865,5.5479918,5.6411977,6.0213876,5.7938366,5.7005439,-1.2960075,-2.6099629,3.8694515,.10327697,.16895485,-.15804255,-.10424781,-.22482276,.081404686,.098790169,-.18683541
9,81,.00751781,.63157898,.555556,.383333,7.04,.00083531003,.53051645,16.853212,1,0,0,1.79619,195.93614,274.72528,152.73535,209.03011,178.7785,202.03999,270.57001,234.75,223.57001,.089171968,.079058029,0,0,0,0,0,0,-4.8904805,-.45953226,-.58778584,-.95885122,1.9516082,-7.0877075,-.63390434,2.8245413,5.2777886,5.6157718,5.0287066,5.3424783,5.1861477,5.3084655,5.6005311,5.4585209,5.4097247,-2.4171886,-2.5375731,.58566779,,,,,,,,
9,82,.0087368498,.567164,.640351,.35616401,9.9499998,.00073894003,.53521127,17.203657,1,0,0,1.79619,395.92761,28.857697,149.32602,235.04274,180.5706,204.66,287.12,270.16,218.16,.369863,.077855363,1,0,0,0,0,0,-4.7402058,-.56710678,-.44573882,-1.032364,2.2975726,-7.2102938,-.6250937,2.8451221,5.9812312,3.3623767,5.0061321,5.4597673,5.1961217,5.3213501,5.6599002,5.5990143,5.3852286,-.99462259,-2.5529025,.58566779,.15027475,-.10757452,.14204702,-.073512793,.34596443,-.12258625,.020580769,1.4225661
9,83,.0136804,.37735799,.52499998,.42857099,7.1599998,.00086039997,.53990608,17.97514,1,0,0,1.79619,216.15981,1035.5029,152.68286,255.10204,184.82661,235.73,316.5,273.47,243.48,.085324228,.076492049,0,1,0,0,0,0,-4.291791,-.97456098,-.64435709,-.84729892,1.9685099,-7.0581131,-.61636007,2.8889897,5.376018,6.9426427,5.0283628,5.5416636,5.219418,5.462687,5.7573233,5.6111917,5.4950347,-2.4612968,-2.5705686,.58566779,.4484148,-.40745419,-.19861826,.18506509,-.3290627,.15218067,.043867588,-1.4666742
9,84,.0143262,.41018,.66423398,.39560401,10.6,.00090074999,.54460096,22.246586,1,0,0,1.79619,223.8806,310.55902,177.80693,261.3891,208.02515,245.88,318.89001,291.72,262.94,.084415577,.075281769,0,0,1,0,0,0,-4.2456651,-.89115918,-.4091208,-.92734152,2.3608541,-7.0122828,-.60770196,3.1021886,5.4111128,5.7383738,5.1806984,5.56601,5.3376589,5.5048437,5.7648463,5.6757946,5.5719261,-2.4720032,-2.5865173,.58566779,.046125889,.083401799,.23523629,-.080042601,.39234424,.04583025,.2131989,-.010706425
9,85,.0133173,.39354801,.62295097,.407895,9.2299995,.00090213999,.54929578,25.17329,1,0,0,1.79619,256.41025,313.54517,194.70821,277.36685,216.07607,265.98999,348.60001,316.62,296.98999,.0915493,.07393644,0,0,0,1,0,0,-4.3186913,-.93255222,-.47328746,-.8967455,2.2224591,-7.0107408,-.59911823,3.2257836,5.5467787,5.7479434,5.271502,5.6253409,5.3756304,5.5834589,5.8539252,5.7577024,5.6936984,-2.3908777,-2.6045494,.58566779,-.07302618,-.041393042,-.064166665,.030596018,-.13839507,.0015420914,.123595,.081125498
9,86,.0114417,.46268699,.59677398,.44594601,6.73,.00085385999,.54460096,27.28459,1,0,0,1.79619,265.45541,313.54517,202.16963,298.73041,219.78021,277.14999,365.10999,337.48001,313.60001,.06349206,.072317697,0,0,0,0,1,0,-4.4704905,-.77070451,-.51621681,-.8075574,1.9065752,-7.0657434,-.60770196,3.3063221,5.5814471,5.7479434,5.3091073,5.6995416,5.3926282,5.6245589,5.9001985,5.8215065,5.7481184,-2.7568405,-2.6266863,.58566779,-.1517992,.16184771,-.042929351,.089188099,-.31588387,-.055002689,.080538511,-.36596274
9,87,.0106232,.51821899,.47656301,.44262299,8.2200003,.00086018001,.54694837,28.054739,1,0,0,1.79619,292.30768,377.31256,206.82149,289.31247,215.19333,290.89001,377.35001,367.23001,342.82001,.060085841,.070697553,0,0,0,0,0,1,-4.5447149,-.65735734,-.74115533,-.81503689,2.1065702,-7.0583687,-.60340089,3.3341575,5.6778069,5.933074,5.3318563,5.6675072,5.3715367,5.672945,5.9331732,5.9059882,5.8372054,-2.811981,-2.6493442,.58566779,-.074224472,.11334717,-.22493851,-.0074794888,.19999504,.0073747635,.027835369,-.055140495
11,81,.018847199,.36965001,.557895,.22641499,9.9300003,.00190672,.59109312,22.321438,1,0,0,1.5407,199.2377,315.50482,150.58351,195.3125,176.53915,187.2,266.62,227.69,209.27,.1843318,.10633345,0,0,0,0,0,0,-3.971391,-.99519867,-.58358449,-1.4853857,2.2955606,-6.2623706,-.52578169,3.1055477,5.2944984,5.7541738,5.0145178,5.274601,5.1735425,5.2321777,5.5858245,5.4279852,5.3436251,-1.6910179,-2.2411754,.43223682,,,,,,,,
11,82,.019853599,.42585599,.196429,.36363599,4.3200002,.0013588,.59514171,22.880707,1,0,0,1.5407,215.96051,320.51282,158.70052,205.27226,197.66818,173.32001,290.17001,247.69,225.78,.27669904,.1049686,1,0,0,0,0,0,-3.9193699,-.85365403,-1.6274543,-1.0116019,1.4632554,-6.6011534,-.51895571,3.1302941,5.3750954,5.7699223,5.067019,5.324337,5.2865896,5.1551394,5.6704669,5.5121779,5.4195609,-1.2848248,-2.2540941,.43223682,.052021027,.14154464,-1.0438697,.47378373,-.83230519,-.33878279,.024746418,.40619302
11,83,.019166799,.35424399,.35416701,.32352901,13.44,.0019803401,.59919029,24.651804,1,0,0,1.5407,213.05226,915.75092,169.18565,177.67558,203.79117,199.88,325.85999,239.67,227.94,.11522634,.10380295,0,1,0,0,0,0,-3.9545758,-1.0377693,-1.0379866,-1.1284665,2.5982354,-6.2244868,-.51217604,3.2048502,5.3615375,6.8197446,5.1309967,5.1799593,5.3170958,5.2977171,5.786468,5.4792628,5.4290824,-2.160857,-2.2652609,.43223682,-.035205841,-.18411529,.58946764,-.11686456,1.13498,.37666655,.074556112,-.87603211
11,84,.0168042,.44642901,.20999999,.380952,7.1599998,.0025506399,.60728747,29.730967,1,0,0,1.5407,230.97008,360.57693,169.3902,241.75824,209.16095,212.34,340.76999,257.89001,227.53999,.051643189,.10246477,0,0,1,0,0,0,-4.0861263,-.80647486,-1.5606477,-.96508187,1.9685099,-5.9714112,-.49875301,3.3921893,5.4422884,5.8877053,5.132205,5.4879384,5.3431039,5.3581886,5.8312078,5.5525331,5.4273262,-2.963397,-2.2782362,.43223682,-.13155055,.23129445,-.52266109,.16338462,-.62972546,.2530756,.18733907,-.80254006
11,85,.0141194,.53080601,.45535699,.27451,7.8499999,.0024759099,.60728747,31.623087,1,0,0,1.5407,229.83115,364.1329,181.24471,303.64374,224.26944,205.47,365.97,282.34,246.75999,.26347306,.10125484,0,0,0,1,0,0,-4.2602057,-.63335866,-.78667361,-1.2927676,2.0605135,-6.0011473,-.49875301,3.4538875,5.437345,5.8975191,5.1998482,5.7158551,5.412848,5.3253002,5.9025512,5.6431122,5.5084162,-1.3338041,-2.2901146,.43223682,-.17407942,.17311621,.77397412,-.32768577,.092003584,-.029736042,.061698198,1.6295929
11,86,.0170081,.401544,.211538,.36363599,13.87,.00282375,.60728747,33.686325,1,0,0,1.5407,234.28348,384.61539,183.37999,260.32919,217.8042,207.10001,367.85001,309.45001,252.7,.29499999,.099946663,0,0,0,0,1,0,-4.0740657,-.91243815,-1.5533506,-1.0116019,2.6297283,-5.8696895,-.49875301,3.517092,5.456532,5.9522438,5.2115602,5.5619469,5.3835964,5.3332019,5.9076753,5.7347965,5.5322032,-1.22078,-2.3031187,.43223682,.18614006,-.2790795,-.76667696,.28116572,.56921482,.13145781,.063204527,.11302412
11,87,.0146067,.52466398,.068376102,.5,13,.0028820301,.61133605,35.22974,1,0,0,1.5407,250.40063,401.3378,187.8255,258.56497,237.15074,258.60001,391.48001,325.70999,275.22,.31952664,.098919198,0,0,0,0,0,1,-4.226275,-.64499724,-2.6827319,-.69314718,2.5649493,-5.8492603,-.49210846,3.5618906,5.5230622,5.9948034,5.2355132,5.5551472,5.4686961,5.5552826,5.9699345,5.7860074,5.6175709,-1.1409147,-2.313452,.43223682,-.15220928,.26744092,-1.1293813,.31845474,-.064779043,.020429134,.044798613,.079865336
13,81,.0300493,.31966501,.481675,.5,11.77,.001207,.49757868,20.102839,0,0,0,32.179401,192.69308,270.65527,172.92889,230.11177,182.90823,214.92999,377.75,247.95,199.33,.17966436,.079339199,0,0,0,0,0,0,-3.504916,-1.1404817,-.73048568,-.69314718,2.465554,-6.7196174,-.69800156,3.0008609,5.2610989,5.6008458,5.1528807,5.4385653,5.2089844,5.3703122,5.9342327,5.513227,5.2949619,-1.7166648,-2.534023,3.4713266,,,,,,,,
13,82,.036325902,.332885,.43030301,.49765301,5.3200002,.00134359,.50484264,22.522884,0,0,0,32.179401,205.612,286.41571,172.46431,241.06947,198.3213,221.53999,381.69,272.44,209.87,.13771997,.077981323,1,0,0,0,0,0,-3.3152242,-1.0999582,-.84326565,-.69785219,1.6714734,-6.6124101,-.68350852,3.114532,5.3259907,5.6574445,5.1501904,5.485085,5.2898884,5.4006033,5.9446087,5.6074185,5.3464885,-1.9825329,-2.551286,3.4713266,.18969178,.040523529,-.11277997,-.0047050118,-.79408062,.1072073,.11367106,-.26586807
13,83,.0325271,.32602099,.49187899,.48584899,6.9699998,.00147627,.50968522,24.681601,0,0,0,32.179401,193.27406,1268.2162,178.42313,241.75824,208.48311,240.25999,389.79999,273.79999,216.39999,.12414966,.076544911,0,1,0,0,0,0,-3.4256816,-1.1207936,-.70952255,-.72185743,1.9416152,-6.5182366,-.67396194,3.206058,5.2641091,7.1453667,5.1841578,5.4879384,5.3398581,5.4817219,5.9656339,5.6123977,5.3771286,-2.0862675,-2.5698776,3.4713266,-.11045742,-.0208354,.13374311,-.024005234,.27014184,.094173431,.091526031,-.10373461
13,84,.030127199,.302176,.52266699,.42346901,8.8900003,.00121383,.51452786,27.702269,0,0,0,32.179401,240.38461,320.51282,184.94577,275.45398,223.85022,262.75,392.41,294.95001,220,.15873016,.075187624,0,0,1,0,0,0,-3.502327,-1.1967456,-.64881074,-.85927492,2.184927,-6.7139745,-.6645056,3.3215144,5.4822402,5.7699223,5.2200627,5.6184206,5.4109774,5.5712032,5.9723072,5.6868057,5.3936276,-1.8405496,-2.5877686,3.4713266,-.076645374,-.075952053,.060711801,-.1374175,.24331176,-.19573784,.11545634,.24571788
13,85,.034978598,.298962,.381944,.45454499,7.3200002,.00135557,.52421308,29.297892,0,0,0,32.179401,246.30542,331.24771,192.81215,280.05975,231.76096,270.01001,427.70001,324.81,244.13,.098024324,.073800482,0,0,0,1,0,0,-3.353019,-1.2074388,-.96248126,-.78845841,1.9906104,-6.6035333,-.64585704,3.3775156,5.5065722,5.8028665,5.2617164,5.6350031,5.4457064,5.5984592,6.0584221,5.7832403,5.4977007,-2.3225396,-2.60639,3.4713266,.14930797,-.010693192,-.31367052,.070816517,-.19431663,.11044121,.056001186,-.48198998
